Email,PhoneNumber,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
user4441@test.com,+91-9353902399,301,18-25,Married,648766,unsubscribe,0
user4442@test.com,+91-9534733334,848,51+,Married,846657,,1
user4443@test.com,+91-9886475473,840,51+,Single,920547,,1
user4444@test.com,+91-9592227844,448,26-35,Single,532667,,0
user4445@test.com,+91-9687674877,469,18-25,Single,743198,just browsing,0
user4446@test.com,+91-9334676503,518,36-50,Married with Kids,648943,,1
user4447@test.com,+91-9482629497,327,51+,Single,503176,,0
user4448@test.com,+91-9455388515,457,36-50,Married with Kids,234694,,0
user4449@test.com,+91-9503010664,848,26-35,Single,959863,,1
user4450@test.com,+91-9562753324,652,26-35,Single,207938,,1
user4451@test.com,+91-9743707208,841,36-50,Married with Kids,135432,,0
user4452@test.com,+91-9534326551,405,51+,Married,582317,,0
user4453@test.com,+91-9905562286,492,51+,Married,478312,,0
user4454@test.com,+91-9108163049,708,51+,Single,326624,,1
user4455@test.com,+91-9536599233,654,26-35,Married with Kids,161896,call me back,1
user4456@test.com,+91-9779921633,577,51+,Single,166089,,0
user4457@test.com,+91-9526210891,565,18-25,Single,759799,,0
user4458@test.com,+91-9883363847,455,51+,Married with Kids,710167,,0
user4459@test.com,+91-9539332079,749,36-50,Married with Kids,853412,,1
user4460@test.com,+91-9398539288,786,18-25,Single,933600,very interested,1
user4461@test.com,+91-9502732979,565,51+,Married with Kids,749125,,1
user4462@test.com,+91-9782870910,492,18-25,Married,803977,,0
user4463@test.com,+91-9638837984,805,26-35,Single,969310,,0
user4464@test.com,+91-9976067118,617,18-25,Single,130200,ready to proceed,1
user4465@test.com,+91-9230735429,347,26-35,Married with Kids,315699,,0
user4466@test.com,+91-9940935569,652,36-50,Single,213877,call me back,1
user4467@test.com,+91-9649326615,730,36-50,Married,911871,,1
user4468@test.com,+91-9442974081,581,36-50,Married,227480,,0
user4469@test.com,+91-9551220814,725,36-50,Single,798029,,1
user4470@test.com,+91-9400341548,546,51+,Married with Kids,391552,,0
user4471@test.com,+91-9139227107,511,26-35,Married with Kids,276083,,1
user4472@test.com,+91-9658294630,376,18-25,Single,610742,very interested,1
user4473@test.com,+91-9867950913,400,26-35,Single,935191,,0
user4474@test.com,+91-9873768176,588,36-50,Married with Kids,155324,,0
user4475@test.com,+91-9444087049,632,18-25,Single,236878,,0
user4476@test.com,+91-9468097205,803,26-35,Married with Kids,431748,looking for a quote urgently,1
user4477@test.com,+91-9748185620,806,36-50,Single,493269,,1
user4478@test.com,+91-9856544644,437,18-25,Single,710324,,1
user4479@test.com,+91-9602005675,462,36-50,Married with Kids,930279,,1
user4480@test.com,+91-9371958533,549,18-25,Married,791229,,1
user4481@test.com,+91-9387732223,495,51+,Married,144471,,0
user4482@test.com,+91-9464125430,743,36-50,Married with Kids,988959,,1
user4483@test.com,+91-9569111709,616,18-25,Married,586759,,0
user4484@test.com,+91-9584991080,662,51+,Married with Kids,143940,,1
user4485@test.com,+91-9114978137,437,26-35,Married,907036,,0
user4486@test.com,+91-9930566483,630,51+,Married,792424,,1
user4487@test.com,+91-9683106289,495,51+,Married with Kids,119145,,0
user4488@test.com,+91-9362327895,463,26-35,Married,229858,do not contact,0
user4489@test.com,+91-9876261961,350,26-35,Married,342802,not interested,0
user4490@test.com,+91-9614430328,758,36-50,Married,100450,,1
user4491@test.com,+91-9253242998,473,36-50,Married,149609,,0
user4492@test.com,+91-9255613250,400,51+,Married with Kids,501413,,1
user4493@test.com,+91-9925276806,535,18-25,Single,676843,,1
user4494@test.com,+91-9625931829,367,36-50,Married with Kids,126922,,1
user4495@test.com,+91-9602576166,322,18-25,Single,777465,,0
user4496@test.com,+91-9730286896,337,18-25,Married with Kids,328770,unsubscribe,0
user4497@test.com,+91-9281230761,699,18-25,Married with Kids,196556,,0
user4498@test.com,+91-9759250372,552,26-35,Married,617012,not interested,0
user4499@test.com,+91-9384543734,806,36-50,Married with Kids,363999,need this asap,1
user4500@test.com,+91-9785145633,802,36-50,Married with Kids,274306,,1
user4501@test.com,+91-9932175728,596,36-50,Married,464306,,1
user4502@test.com,+91-9623083952,804,26-35,Married with Kids,543328,,0
user4503@test.com,+91-9751598042,445,36-50,Married with Kids,106350,do not contact,0
user4504@test.com,+91-9365348046,499,36-50,Married,700064,,0
user4505@test.com,+91-9144763791,467,51+,Single,517762,,0
user4506@test.com,+91-9400546960,320,36-50,Single,266533,,0
user4507@test.com,+91-9616368104,617,36-50,Married with Kids,454075,,1
user4508@test.com,+91-9662707930,447,36-50,Single,655749,,1
user4509@test.com,+91-9898988818,455,51+,Married,964092,,0
user4510@test.com,+91-9656938362,801,36-50,Married with Kids,933992,ready to proceed,1
user4511@test.com,+91-9381538549,824,51+,Single,994483,,0
user4512@test.com,+91-9483346700,531,36-50,Married,769914,wrong number,0
user4513@test.com,+91-9946228918,628,36-50,Married,383227,,0
user4514@test.com,+91-9961717372,565,18-25,Married,992429,,1
user4515@test.com,+91-9567193320,698,36-50,Single,171418,,0
user4516@test.com,+91-9190919949,326,51+,Married with Kids,669405,very interested,1
user4517@test.com,+91-9830629310,593,26-35,Married,529450,,0
user4518@test.com,+91-9889857608,549,51+,Married with Kids,386490,,0
user4519@test.com,+91-9756080353,780,36-50,Single,852154,,1
user4520@test.com,+91-9878108561,372,51+,Married with Kids,667614,,0
user4521@test.com,+91-9577819620,365,51+,Married with Kids,882964,,0
user4522@test.com,+91-9214400479,714,51+,Married with Kids,764220,,1
user4523@test.com,+91-9919874955,592,51+,Married,224246,,0
user4524@test.com,+91-9543403363,468,26-35,Married,280637,,0
user4525@test.com,+91-9404792166,687,36-50,Single,141623,do not contact,0
user4526@test.com,+91-9592679428,758,18-25,Married,302382,,1
user4527@test.com,+91-9759144202,846,26-35,Married with Kids,431862,,0
user4528@test.com,+91-9860431162,608,18-25,Married,689163,,0
user4529@test.com,+91-9526805051,845,36-50,Single,321361,,1
user4530@test.com,+91-9306100353,446,36-50,Married,992527,wrong number,0
user4531@test.com,+91-9657126779,336,36-50,Single,173705,just browsing,0
user4532@test.com,+91-9883289556,423,26-35,Married with Kids,884427,,0
user4533@test.com,+91-9549182573,438,51+,Married with Kids,725062,,0
user4534@test.com,+91-9114168184,541,26-35,Married,595270,,0
user4535@test.com,+91-9134753293,370,26-35,Married,144754,do not contact,0
user4536@test.com,+91-9912765046,756,36-50,Married with Kids,726136,,1
user4537@test.com,+91-9813570716,586,18-25,Single,354624,,1
user4538@test.com,+91-9128341031,720,36-50,Married,392341,,1
user4539@test.com,+91-9580160444,318,36-50,Married,729444,,0
user4540@test.com,+91-9874259179,642,26-35,Married with Kids,927974,ready to proceed,1
user4541@test.com,+91-9194845337,523,36-50,Married,320305,,0
user4542@test.com,+91-9213293556,642,26-35,Married,242301,do not contact,0
user4543@test.com,+91-9229518825,628,36-50,Married with Kids,989781,call me back,1
user4544@test.com,+91-9256788181,721,36-50,Married,588703,need this asap,1
user4545@test.com,+91-9975895080,482,18-25,Married,282484,,0
user4546@test.com,+91-9263885686,772,51+,Married with Kids,892288,,1
user4547@test.com,+91-9279129469,844,26-35,Single,912316,,1
user4548@test.com,+91-9147896925,326,18-25,Married,941294,,1
user4549@test.com,+91-9970690726,454,26-35,Single,255376,,0
user4550@test.com,+91-9284091849,486,51+,Married with Kids,122692,,1
user4551@test.com,+91-9237858146,821,51+,Married,226477,,1
user4552@test.com,+91-9714709681,802,36-50,Married with Kids,597074,,1
user4553@test.com,+91-9232660872,438,36-50,Married,558705,,1
user4554@test.com,+91-9188875560,390,36-50,Married,533397,,1
user4555@test.com,+91-9650011459,444,36-50,Single,601767,,0
user4556@test.com,+91-9161416892,845,18-25,Married,798018,,0
user4557@test.com,+91-9111392429,583,18-25,Married with Kids,604526,,1
user4558@test.com,+91-9995962840,625,36-50,Single,732474,,1
user4559@test.com,+91-9298054588,789,51+,Married,629730,,1
user4560@test.com,+91-9789876472,743,26-35,Married,844218,,0
user4561@test.com,+91-9143235611,473,18-25,Married with Kids,755562,,0
user4562@test.com,+91-9799535129,462,26-35,Single,491540,,0
user4563@test.com,+91-9877756169,465,26-35,Married with Kids,672504,,0
user4564@test.com,+91-9488989719,410,36-50,Married,333653,,0
user4565@test.com,+91-9829995975,313,36-50,Married with Kids,836470,looking for a quote urgently,1
user4566@test.com,+91-9388930624,512,26-35,Single,805920,,0
user4567@test.com,+91-9482968229,545,26-35,Married with Kids,513003,,1
user4568@test.com,+91-9713444241,604,26-35,Single,665940,,0
user4569@test.com,+91-9260102874,596,26-35,Married,561780,,0
user4570@test.com,+91-9675928687,509,18-25,Married,278613,wrong number,0
user4571@test.com,+91-9156807959,619,18-25,Married with Kids,533706,,1
user4572@test.com,+91-9523196988,631,36-50,Married,359570,,0
user4573@test.com,+91-9395450196,433,36-50,Married,829885,,0
user4574@test.com,+91-9239416901,650,26-35,Married,789310,,1
user4575@test.com,+91-9468356014,507,36-50,Single,867916,looking for a quote urgently,1
user4576@test.com,+91-9414094534,462,18-25,Married,662443,,0
user4577@test.com,+91-9833603189,555,18-25,Married,277118,,0
user4578@test.com,+91-9288590346,533,26-35,Single,731272,,1
user4579@test.com,+91-9940543490,585,26-35,Married with Kids,992897,call me back,1
user4580@test.com,+91-9605438021,402,36-50,Married with Kids,391504,,1
user4581@test.com,+91-9901307227,783,26-35,Married with Kids,427307,,1
user4582@test.com,+91-9817808461,684,36-50,Married,170235,,0
user4583@test.com,+91-9590422827,730,36-50,Married,203394,,1
user4584@test.com,+91-9859019622,384,51+,Married,302611,,0
user4585@test.com,+91-9338371434,724,36-50,Married with Kids,940028,,1
user4586@test.com,+91-9921518990,755,36-50,Married with Kids,246753,,1
user4587@test.com,+91-9403802836,533,51+,Married,964602,,1
user4588@test.com,+91-9543387263,671,36-50,Married with Kids,307509,,0
user4589@test.com,+91-9112296762,755,26-35,Married,102013,,1
user4590@test.com,+91-9158638433,592,26-35,Married with Kids,943408,,1
user4591@test.com,+91-9844486584,807,18-25,Single,987603,,1
user4592@test.com,+91-9739679931,458,18-25,Married,399450,,0
user4593@test.com,+91-9567373064,376,26-35,Married,470009,,0
user4594@test.com,+91-9297097748,362,51+,Married,597770,,0
user4595@test.com,+91-9228560330,741,26-35,Married with Kids,337275,,0
user4596@test.com,+91-9330532132,541,36-50,Married,938612,,1
user4597@test.com,+91-9829210949,845,26-35,Married with Kids,340786,unsubscribe,0
user4598@test.com,+91-9392173176,808,26-35,Married with Kids,754301,,0
user4599@test.com,+91-9686675071,818,26-35,Married with Kids,997819,need this asap,1
user4600@test.com,+91-9607725149,741,51+,Single,595251,ready to proceed,1
user4601@test.com,+91-9277779332,841,26-35,Married with Kids,326875,,1
user4602@test.com,+91-9768464637,747,26-35,Married,301320,,1
user4603@test.com,+91-9646299708,306,36-50,Married,824768,,0
user4604@test.com,+91-9461062906,618,26-35,Single,946134,,0
user4605@test.com,+91-9532301823,514,51+,Married with Kids,587388,,0
user4606@test.com,+91-9864237536,665,18-25,Married with Kids,654281,,0
user4607@test.com,+91-9904094166,831,18-25,Married with Kids,385601,,1
user4608@test.com,+91-9167850486,799,26-35,Married,177270,,0
user4609@test.com,+91-9674727282,544,36-50,Married with Kids,655543,,1
user4610@test.com,+91-9883376781,682,51+,Married with Kids,524569,,0
user4611@test.com,+91-9948117292,821,18-25,Married,553913,,0
user4612@test.com,+91-9548949464,750,26-35,Married with Kids,941582,,1
user4613@test.com,+91-9956754436,397,26-35,Married,862371,,0
user4614@test.com,+91-9167019216,743,51+,Single,939017,,1
user4615@test.com,+91-9490842106,551,18-25,Single,345388,,1
user4616@test.com,+91-9748510281,466,36-50,Married,870004,,0
user4617@test.com,+91-9412666302,782,18-25,Married,131880,,1
user4618@test.com,+91-9697270531,793,51+,Married,645969,need this asap,1
user4619@test.com,+91-9865075966,765,51+,Married,255394,unsubscribe,0
user4620@test.com,+91-9201053706,675,18-25,Single,136769,do not contact,0
user4621@test.com,+91-9940901794,394,18-25,Married,991927,,1
user4622@test.com,+91-9136330593,638,18-25,Married,401723,do not contact,0
user4623@test.com,+91-9905645655,801,36-50,Married,553576,,0
user4624@test.com,+91-9663397812,563,18-25,Married,824942,,1
user4625@test.com,+91-9254556500,618,18-25,Married,905815,,1
user4626@test.com,+91-9754526028,666,18-25,Married,433042,wrong number,0
user4627@test.com,+91-9683853928,422,26-35,Married with Kids,878534,,1
user4628@test.com,+91-9337295347,765,36-50,Married,947013,,1
user4629@test.com,+91-9573684566,444,36-50,Married,841947,,1
user4630@test.com,+91-9488610707,446,18-25,Married with Kids,519091,not interested,0
user4631@test.com,+91-9503548549,591,26-35,Married,520454,,1
user4632@test.com,+91-9891311341,364,26-35,Married with Kids,258740,,0
user4633@test.com,+91-9534798638,628,36-50,Married,220601,,1
user4634@test.com,+91-9223932968,430,36-50,Married,224046,,0
user4635@test.com,+91-9540828918,498,18-25,Married with Kids,483117,,0
user4636@test.com,+91-9777712463,635,18-25,Married,260475,,0
user4637@test.com,+91-9183923984,459,18-25,Married,748146,,1
user4638@test.com,+91-9728689814,451,51+,Married with Kids,669332,,0
user4639@test.com,+91-9575742666,344,26-35,Married,898127,,0
user4640@test.com,+91-9222434940,743,26-35,Married with Kids,737133,,1
user4641@test.com,+91-9451799011,807,36-50,Married,319506,,1
user4642@test.com,+91-9727884167,488,18-25,Married with Kids,730433,,0
user4643@test.com,+91-9350005237,616,26-35,Married with Kids,294205,,0
user4644@test.com,+91-9871615146,726,18-25,Married,177424,,1
user4645@test.com,+91-9574552718,672,36-50,Single,483618,,0
user4646@test.com,+91-9231495234,353,36-50,Married,419427,,0
user4647@test.com,+91-9586116112,624,36-50,Married,516320,,1
user4648@test.com,+91-9491998493,720,36-50,Married,398379,,0
user4649@test.com,+91-9988654483,805,36-50,Married,111703,,0
user4650@test.com,+91-9650956946,568,18-25,Single,221643,,0
user4651@test.com,+91-9804235507,658,26-35,Married with Kids,870015,,0
user4652@test.com,+91-9421707067,683,36-50,Married with Kids,652321,,1
user4653@test.com,+91-9288869056,646,51+,Single,402945,,0
user4654@test.com,+91-9401900986,730,26-35,Single,625886,,0
user4655@test.com,+91-9678761488,504,36-50,Single,849323,,1
user4656@test.com,+91-9212939642,499,36-50,Married with Kids,908378,,0
user4657@test.com,+91-9470796163,735,51+,Married,905837,ready to proceed,1
user4658@test.com,+91-9710607499,668,36-50,Married with Kids,780719,unsubscribe,0
user4659@test.com,+91-9847246428,316,36-50,Married with Kids,776184,,1
user4660@test.com,+91-9314854952,605,26-35,Single,438676,wrong number,0
user4661@test.com,+91-9321525897,360,26-35,Married with Kids,208239,unsubscribe,0
user4662@test.com,+91-9526447401,361,26-35,Single,265941,wrong number,0
user4663@test.com,+91-9644187730,394,18-25,Married with Kids,360556,,1
user4664@test.com,+91-9915237833,725,26-35,Married with Kids,516787,,1
user4665@test.com,+91-9382553174,313,26-35,Married,543074,,0
user4666@test.com,+91-9848381823,842,18-25,Married,156931,very interested,1
user4667@test.com,+91-9505858199,597,51+,Married with Kids,715067,,1
user4668@test.com,+91-9530834157,699,26-35,Married with Kids,166967,just browsing,0
user4669@test.com,+91-9523088036,599,51+,Single,361377,unsubscribe,0
user4670@test.com,+91-9929254721,571,26-35,Single,327005,,0
user4671@test.com,+91-9239442997,699,36-50,Married,637991,very interested,1
user4672@test.com,+91-9243943276,543,51+,Married with Kids,980677,,1
user4673@test.com,+91-9461462065,404,26-35,Married,432880,,0
user4674@test.com,+91-9586711052,344,26-35,Married with Kids,865601,unsubscribe,0
user4675@test.com,+91-9381641255,682,26-35,Married,964056,,0
user4676@test.com,+91-9902382116,370,18-25,Single,410724,,0
user4677@test.com,+91-9649435652,403,51+,Single,157935,,0
user4678@test.com,+91-9555297375,617,26-35,Married,425503,,0
user4679@test.com,+91-9661325453,455,26-35,Single,711646,,1
user4680@test.com,+91-9743581309,363,36-50,Single,442474,,1
user4681@test.com,+91-9772842199,745,26-35,Married,811488,,1
user4682@test.com,+91-9486921723,811,36-50,Married,289945,,0
user4683@test.com,+91-9630111804,788,26-35,Married with Kids,765977,very interested,1
user4684@test.com,+91-9617587070,784,36-50,Married with Kids,798402,,1
user4685@test.com,+91-9437983711,300,18-25,Married with Kids,415122,unsubscribe,0
user4686@test.com,+91-9408687964,628,18-25,Married with Kids,262097,,1
user4687@test.com,+91-9519384051,623,18-25,Married,489036,,1
user4688@test.com,+91-9863185240,514,26-35,Single,885268,,0
user4689@test.com,+91-9466737129,616,36-50,Single,519189,,1
user4690@test.com,+91-9549944149,659,36-50,Married,618072,,1
user4691@test.com,+91-9134181250,586,36-50,Married,988452,,0
user4692@test.com,+91-9941017386,680,36-50,Married,614465,,1
user4693@test.com,+91-9382029968,344,36-50,Married,999678,,0
